"","parent","par.name","child","chi.name","edge.length","depth","age","status"
"137",190,"node70",1,"t963_1",1.8617272276672,74.9425906907245,0,"extant"
"128",186,"node66",2,"t136_1",6.7005133220716,74.9425906907244,0,"extant"
"19",132,"node12",3,"t637_1",0.159120055266938,74.9425906907244,0,"extant"
"44",144,"node24",4,"t925_1",0.354758659630496,74.9425906907244,0,"extant"
"112",178,"node58",5,"t857_1",0.341426302007037,74.9425906907244,0,"extant"
"210",226,"node106",6,"t51_1",2.01428136510461,74.9425906907245,0,"extant"
"100",169,"node49",7,"t688_1",5.85990672469076,74.9425906907244,0,"extant"
"188",216,"node96",8,"t995_1",2.44672306786154,74.9425906907245,0,"extant"
"161",203,"node83",9,"t113_1",0.575964515131888,74.9425906907244,0,"extant"
"71",157,"node37",10,"t298_1",1.88662159956788,74.9425906907244,0,"extant"
"213",227,"node107",11,"t552_1",0.0936593418888384,74.9425906907245,0,"extant"
"173",209,"node89",12,"t820_1",0.419512987358716,74.9425906907244,0,"extant"
"11",128,"node8",13,"t740_1",0.148748512167617,74.9425906907244,0,"extant"
"119",181,"node61",14,"t183_1",0.424698944125045,74.9425906907244,0,"extant"
"227",236,"node116",15,"t893_1",1.3870232537077,74.9425906907244,0,"extant"
"120",181,"node61",16,"t959_1",0.424698944125045,74.9425906907244,0,"extant"
"238",231,"node111",17,"t15_1",6.35882274607735,74.9425906907244,0,"extant"
"75",159,"node39",18,"t933_1",0.0918284618581003,74.9425906907244,0,"extant"
"51",146,"node26",19,"t356_1",11.2564618982305,74.9425906907244,0,"extant"
"66",155,"node35",20,"t87_1",0.229542360346512,74.9425906907244,0,"extant"
"43",144,"node24",21,"t692_1",0.354758659630496,74.9425906907244,0,"extant"
"27",136,"node16",22,"t496_1",11.5201759430182,74.9425906907244,0,"extant"
"208",225,"node105",23,"t439_1",1.11102700547876,74.9425906907244,0,"extant"
"18",132,"node12",24,"t500_1",0.159120055266938,74.9425906907244,0,"extant"
"197",219,"node99",25,"t332_1",2.36832231142037,74.9425906907244,0,"extant"
"131",188,"node68",26,"t185_1",0.841968982042435,74.9425906907244,0,"extant"
"81",162,"node42",27,"t457_1",1.97350415112236,74.9425906907244,0,"extant"
"219",229,"node109",28,"t67_1",4.43896265162359,74.9425906907244,0,"extant"
"233",237,"node117",29,"t83_1",2.79940141339158,74.9425906907244,0,"extant"
"39",142,"node22",30,"t799_1",3.25217193041335,74.9425906907244,0,"extant"
"62",153,"node33",31,"t915_1",1.88197037338769,74.9425906907244,0,"extant"
"160",203,"node83",32,"t651_1",0.575964515131888,74.9425906907244,0,"extant"
"226",236,"node116",33,"t905_1",1.3870232537077,74.9425906907244,0,"extant"
"234",233,"node113",34,"t710_1",5.46574412062661,74.9425906907244,0,"extant"
"21",133,"node13",35,"t64_1",0.117021038800977,74.9425906907244,0,"extant"
"107",176,"node56",36,"t575_1",0.430371567466975,74.9425906907244,0,"extant"
"76",159,"node39",37,"t560_1",0.0918284618581003,74.9425906907244,0,"extant"
"202",222,"node102",38,"t502_1",0.812685916800545,74.9425906907244,0,"extant"
"236",239,"node119",39,"t416_1",0.290694311818791,74.9425906907244,0,"extant"
"99",170,"node50",40,"t138_1",2.87242677729589,74.9425906907244,0,"extant"
"135",189,"node69",41,"t348_1",6.39855374567164,74.9425906907244,0,"extant"
"92",167,"node47",42,"t199_1",1.0544823959189,74.9425906907244,0,"extant"
"180",213,"node93",43,"t161_1",1.01703210426503,74.9425906907244,0,"extant"
"194",218,"node98",44,"t223_1",0.618669456175153,74.9425906907245,0,"extant"
"121",172,"node52",45,"t518_1",6.24898276674167,74.9425906907244,0,"extant"
"93",166,"node46",46,"t320_1",1.44402476199538,74.9425906907244,0,"extant"
"35",140,"node20",47,"t928_1",1.57201524473867,74.9425906907244,0,"extant"
"30",138,"node18",48,"t377_1",0.428214675958712,74.9425906907244,0,"extant"
"201",222,"node102",49,"t80_1",0.812685916800545,74.9425906907244,0,"extant"
"50",147,"node27",50,"t14_1",0.908479645035911,74.9425906907244,0,"extant"
"90",168,"node48",51,"t412_1",0.883334945196081,74.9425906907244,0,"extant"
"98",171,"node51",52,"t63_1",2.03883388388823,74.9425906907244,0,"extant"
"183",214,"node94",53,"t806_1",0.0990367625717075,74.9425906907244,0,"extant"
"97",171,"node51",54,"t573_1",2.03883388388823,74.9425906907244,0,"extant"
"132",188,"node68",55,"t926_1",0.841968982042435,74.9425906907244,0,"extant"
"150",196,"node76",56,"t746_1",14.7600170479384,74.9425906907244,0,"extant"
