taxon	min	max
Scolia_verticalis	0.0	0.0
Secostruma_MY01	0.0	0.0
Sericomyrmex_sp	0.0	0.0
Simopelta_cf_pergandei	0.0	0.0
Simopelta_sp_Ecu1	0.0	0.0
Simopelta_sp_Ecu2	0.0	0.0
Simopelta_sp_JTL001	0.0	0.0
Simopone_conradti	0.0	0.0
Simopone_dryas	0.0	0.0
Simopone_latiscapa	0.0	0.0
Simopone_marleyi	0.0	0.0
Simopone_oculata	0.0	0.0
Simopone_trita	0.0	0.0
Solenopsis_fugax	0.0	0.0
Solenopsis_invicta	0.0	0.0
Solenopsis_mameti	0.0	0.0
Solenopsis_molesta	0.0	0.0
Solenopsis_PA01	0.0	0.0
Solenopsis_papuana	0.0	0.0
Solenopsis_succinea	0.0	0.0
Solenopsis_xyloni	0.0	0.0
Solenopsis_ZA02	0.0	0.0
Sphinctomyrmex_CM01	0.0	0.0
Sphinctomyrmex_KE01	0.0	0.0
Sphinctomyrmex_sp	0.0	0.0
Sphinctomyrmex_stali	0.0	0.0
Sphinctomyrmex_steinheili	0.0	0.0
Stegomyrmex_manni	0.0	0.0
Stenamma_dyscheres	0.0	0.0
Stenamma_expolitum	0.0	0.0
Stenamma_snellingi	0.0	0.0
Stenamma_striatulum	0.0	0.0
Stigmacros_sp	0.0	0.0
Stigmatomma_pallipes	0.0	0.0
Strongylognathus_testaceus	0.0	0.0
Strumigenys_ambatrix	0.0	0.0
Strumigenys_biolleyi	0.0	0.0
Strumigenys_chiricahua	0.0	0.0
Strumigenys_chyzeri	0.0	0.0
Strumigenys_coveri	0.0	0.0
Strumigenys_dicomas	0.0	0.0
Strumigenys_emmae	0.0	0.0
Strumigenys_erynnes	0.0	0.0
Strumigenys_exiguaevitae	0.0	0.0
Strumigenys_godeffroyi	0.0	0.0
Strumigenys_gundlachi	0.0	0.0
Strumigenys_hoplites	0.0	0.0
Strumigenys_ludovici	0.0	0.0
Strumigenys_maxillaris	0.0	0.0
Strumigenys_membranifera	0.0	0.0
Strumigenys_nitens	0.0	0.0
Strumigenys_ocypete	0.0	0.0
Strumigenys_olsoni	0.0	0.0
Strumigenys_pulchella	0.0	0.0
Strumigenys_rogeri	0.0	0.0
Strumigenys_sp	0.0	0.0
Syllophopsis_ferodens	0.0	0.0
Syllophopsis_fisheri	0.0	0.0
Syllophopsis_sechellense	0.0	0.0
Talaridris_mandibularis	0.0	0.0
Tanipone_zona	0.0	0.0
Tapinoma_melanocephalum	0.0	0.0
Tapinoma_MG03	0.0	0.0
Tapinoma_opacum	0.0	0.0
Tapinoma_sessile	0.0	0.0
Technomyrmex_anterops	0.0	0.0
Technomyrmex_difficilis	0.0	0.0
Technomyrmex_MAD05	0.0	0.0
Technomyrmex_voeltzkowi	0.0	0.0
Temnothorax_bernardi	0.0	0.0
Temnothorax_kutteri	0.0	0.0
Temnothorax_poeyi	0.0	0.0
Temnothorax_rugatulus	0.0	0.0
Temnothorax_tricarinatus	0.0	0.0
Terataner_bottegoi	0.0	0.0
Terataner_MAD02	0.0	0.0
Terataner_MG02	0.0	0.0
Terataner_MG27	0.0	0.0
Terataner_sp	0.0	0.0
Tetheamyrma_subspongia	0.0	0.0
Tetramorium_atratulum	0.0	0.0
Tetramorium_caespitum_cf	0.0	0.0
Tetramorium_CF01	0.0	0.0
Tetramorium_hispidum	0.0	0.0
Tetramorium_kutteri	0.0	0.0
Tetramorium_MG125	0.0	0.0
Tetramorium_severini	0.0	0.0
Tetramorium_spinosum	0.0	0.0
Tetramorium_taylori	0.0	0.0
Tetramorium_transversinodis	0.0	0.0
Tetramorium_validiusculum	0.0	0.0
Tetramorium_venator	0.0	0.0
Tetraponera_rufonigra	0.0	0.0
Tetraponera_sp	0.0	0.0
Thaumatomyrmex_sp_Bra1	0.0	0.0
Trachymyrmex_arizonensis	0.0	0.0
Trachymyrmex_jamaicensis	0.0	0.0
Tranopelta_gilva	0.0	0.0
Tranopelta_subterranea	0.0	0.0
Trichomyrmex_criniceps	0.0	0.0
Trichomyrmex_oscaris	0.0	0.0
Trichomyrmex_robustior	0.0	0.0
Tropidomyrmex_elianae	0.0	0.0
Turneria_bidentata	0.0	0.0
Tyrannomyrmex_legatus	0.0	0.0
Veromessor_julianus	0.0	0.0
Vespula_sp	0.0	0.0
Vicinopone_conciliatrix	0.0	0.0
Vitsika_suspicax	0.0	0.0
Vollenhovia_emeryi	0.0	0.0
Vollenhovia_sp	0.0	0.0
Vombisidris_bilongrudi	0.0	0.0
Wasmannia_auropunctata	0.0	0.0
Xenomyrmex_floridanus	0.0	0.0
Xymmer_muticus	0.0	0.0
Zatania_albimaculata	0.0	0.0
Zatania_gloriosa	0.0	0.0
