taxon	min	max
Proceratium_dominicanum	13.82	20.44
Proceratium_eocenicum	33.9	38.0
Proceratium_gibberum	13.82	20.44
Proceratium_petrosum	33.9	38.0
Proceratium_poinari	13.82	20.44
Pseudomyrmex_antiquus	13.82	20.44
Pseudomyrmex_avitus	13.82	20.44
Pseudomyrmex_baros	13.82	20.44
Pseudomyrmex_coruscus	13.82	20.44
Pseudomyrmex_extinctus	33.9	37.2
Pseudomyrmex_macrops	13.82	20.44
Pseudomyrmex_nexilis	13.82	20.44
Pseudomyrmex_oryctus	13.82	20.44
Pseudomyrmex_prioris	13.82	20.44
Pseudomyrmex_saxulum	41.3	47.8
Pseudomyrmex_simplex	0.0	0.0117
Pseudomyrmex_succinus	13.82	20.44
Pseudomyrmex_thecolor	13.82	20.44
Pseudomyrmex_vicinus	13.82	20.44
Tetraponera_europaea	33.9	38.0
Tetraponera_groehni	33.9	38.0
Tetraponera_klebsi	28.4	33.9
Tetraponera_lacrimarum	33.9	38.0
Tetraponera_ocellata	33.9	38.0
Tetraponera_oligocenica	33.9	37.2
Tetraponera_simplex	33.9	38.0
Gerontoformica	93.5	99.6
Gerontoformica_contegus	93.5	99.6
Gerontoformica_cretacica	99.6	105.3
Gerontoformica_gracilis	93.5	99.6
Gerontoformica_magnus	93.5	99.6
Gerontoformica_maraudera	93.5	99.6
Gerontoformica_occidentalis	93.5	99.6
Gerontoformica_orientalis	93.5	99.6
Gerontoformica_pilosus	93.5	99.6
Gerontoformica_robustus	93.5	99.6
Gerontoformica_rugosus	93.5	99.6
Gerontoformica_spiralis	93.5	99.6
Gerontoformica_subcuspis	93.5	99.6
Gerontoformica_tendir	93.5	99.6
Haidomyrmex_cerberus	93.5	99.6
Haidomyrmex_scimitarus	93.5	99.6
Haidomyrmex_zigrasi	93.5	99.6
Haidomyrmodes_mammuthus	99.6	105.3
Haidoterminus_cippus	70.6	83.5
Sphecomyrma	89.8	93.9
Sphecomyrma_canadensis	70.6	83.5
Sphecomyrma_freyi	89.8	93.9
Sphecomyrma_mesaki	89.8	93.9
Zigrasimecia_ferox	93.5	99.6
Zigrasimecia_tonsora	93.5	99.6
Baikuris_casei	89.8	93.9
Baikuris_mandibularis	83.6	89.8
Baikuris_maximus	99.6	105.3
Baikuris_mirabilis	83.6	89.8
Ceratomyrmex_ellenbergeri	93.5	99.6
Cretomyrma_arnoldii	83.6	86.3
Cretomyrma_unicornis	83.6	86.3
Dlusskyidris_zherichini	83.6	86.3
Camelomecia	99.0	103.0
Myanmyrma_gracilis	99.0	103.0
Zigrasimecia	98.0	103.0
Adetomyrma_sp	0.0	0.0
Amblyopone_armigera	0.0	0.0
Amblyopone_australis	0.0	0.0
Amblyopone_mercovichi	0.0	0.0
Amblyopone_mystriops	0.0	0.0
Amblyopone_pallipes	0.0	0.0
Amblyopone_pluto	0.0	0.0
Amblyopone_mutica	0.0	0.0
Concoctio_concenta	0.0	0.0
Myopopone_castanea	0.0	0.0
Mystrium_voeltzkowi	0.0	0.0
Onychomyrmex_doddi	0.0	0.0
Prionopelta_aethiopica	0.0	0.0
Prionopelta_antillana	0.0	0.0
Ectatomma_tuberculatum	0.0	0.0
Gnamptogenys_annulata	0.0	0.0
Gnamptogenys_striatula	0.0	0.0
Gnamptogenys_bufonis	0.0	0.0
Gnamptogenys_minuta	0.0	0.0
Rhytidoponera_confusa	0.0	0.0
Typhlomyrmex_pusillus	0.0	0.0
Typhlomyrmex_rogenhoferi	0.0	0.0
Acanthoponera_minor	0.0	0.0
Heteroponera_brouni	0.0	0.0
Heteroponera_relicta	0.0	0.0
Paraponera_clavata	0.0	0.0
Platythyrea_punctata	0.0	0.0
Platythyrea_turneri	0.0	0.0
Anochetus_emarginatus	0.0	0.0
Odontomachus_bauri	0.0	0.0
Asphinctopone_silvestrii	0.0	0.0
Belonopelta_deletrix	0.0	0.0
Centromyrmex_brachycola	0.0	0.0
Cryptopone_gilva	0.0	0.0
Diacamma_ceylonense	0.0	0.0
Dinoponera_lucida	0.0	0.0
Dolioponera_fustigera	0.0	0.0
Emeryopone_buttelreepeni	0.0	0.0
Harpegnathos_saltator	0.0	0.0
Hypoponera_sp.	0.0	0.0
Leptogenys_sp._1	0.0	0.0
Leptogenys_sp._0	0.0	0.0
Leptogenys_podenzanai	0.0	0.0
Loboponera_obeliscata	0.0	0.0
Loboponera_vigilans	0.0	0.0
Myopias_maligna	0.0	0.0
Odontoponera_transversa	0.0	0.0
Pachycondyla_apicalis	0.0	0.0
Pachycondyla_berthoudi	0.0	0.0
Pachycondyla_crassinoda	0.0	0.0
Pachycondyla_croceicornis	0.0	0.0
Pachycondyla_guianensis	0.0	0.0
Pachycondyla_marleyi	0.0	0.0
Pachycondyla_pachyderma	0.0	0.0
Pachycondyla_porcata	0.0	0.0
Pachycondyla_stigma	0.0	0.0
Pachycondyla_tarsata	0.0	0.0
Pachycondyla_villosa	0.0	0.0
Phrynoponera_gabonensis	0.0	0.0
Plectroctena_strigosa	0.0	0.0
Ponera_alpha	0.0	0.0
Ponera_pennsylvanica	0.0	0.0
Psalidomyrmex_procerus	0.0	0.0
Simopelta_oculata	0.0	0.0
Streblognathus_peetersi	0.0	0.0
Thaumatomyrmex_atrox	0.0	0.0
Discothyrea_oculata	0.0	0.0
Discothyrea_testacea	0.0	0.0
Proceratium_croceum	0.0	0.0
Proceratium_pergandei	0.0	0.0
Probolomyrmex_guineensis	0.0	0.0
Aneuretus_simoni	0.0	0.0
Aneuretus	0.0	0.0
Leptomyrmex_pallens	0.0	0.0
Iridomyrmex_purpureus	0.0	0.0
Dolichoderus_laminatus	0.0	0.0
Tapinoma_erraticum	0.0	0.0
Technomyrmex_albipes	0.0	0.0
Gesomyrmex_luzonensis	0.0	0.0
Oecophylla_smaragdina	0.0	0.0
Apomyrma_stygia	0.0	0.0
Leptanilla_swani	0.0	0.0
Myrmecia_nigrisceps	0.0	0.0
Nothomyrmecia_macrops	0.0	0.0
Tatuidris_tatusia	0.0	0.0
Manica_rubida	0.0	0.0
Myrmica_americana	0.0	0.0
Pogonomyrmex_barbatus	0.0	0.0
Metapone_madagascarica	0.0	0.0
Pseudomyrmex_gracilis	0.0	0.0
Tetraponera_aethiops	0.0	0.0
Tetraponera_attenuata	0.0	0.0
Acanthostichus_serratulus	0.0	0.0
Cerapachys_nitidulus	0.0	0.0
Cerapachys_doryloides	0.0	0.0
Cylindromyrmex_brevitarsus	0.0	0.0
Simopone_schoutedeni	0.0	0.0
Leptanilliodes_biconstricta	0.0	0.0
Dorylus_helvolus	0.0	0.0
Aenictus_binghami	0.0	0.0
Cheliomyrmex_morosus	0.0	0.0
Labidus_coecus	0.0	0.0
Eciton_hamatum	0.0	0.0
Metapolybia_cingulata	0.0	0.0
Scolia_nobilitata	0.0	0.0
Anomalomyrma_sp	0.0	0.0
Cerapachys_sexspinus	0.0	0.0
Hypoponera_opacior	0.0	0.0
Lasius_californicus	0.0	0.0
Leptanilloides_nomada	0.0	0.0
Leptogenys_diminuta	0.0	0.0
Martialis_heureka	0.0	0.0
Myrmecia_nigriceps	0.0	0.0
Opamyrma_hungvuong	0.0	0.0
Pogonomyrmex_californicus	0.0	0.0
Proceratium_stictum	0.0	0.0
Tetraponera_punctulata	0.0	0.0
Acanthognathus_ocellatus	0.0	0.0
Acanthomyrmex_ferox	0.0	0.0
Acanthostichus_davisi	0.0	0.0
Acanthostichus_kirbyi	0.0	0.0
Acanthostichus_punctiscapus	0.0	0.0
Acromyrmex_versicolor	0.0	0.0
Acropyga_acutiventris	0.0	0.0
Acropyga_epedana	0.0	0.0
Adelomyrmex_paratristani	0.0	0.0
Adelomyrmex_SC01	0.0	0.0
Adetomyrma_MAD02	0.0	0.0
Adetomyrma_sp2b	0.0	0.0
Adlerzia_froggatti	0.0	0.0
Aenictogiton_UG01	0.0	0.0
Aenictogiton_ZAM02	0.0	0.0
Aenictogiton_ZM02	0.0	0.0
Aenictus_ceylonicus	0.0	0.0
Aenictus_eugenii	0.0	0.0
Aenictus_GA03	0.0	0.0
Aenictus_sp1	0.0	0.0
Aenictus_sp2	0.0	0.0
Aenictus_turneri	0.0	0.0
Aglyptacros_cf_sulcatus	0.0	0.0
Allomerus_octoarticulatus	0.0	0.0
Amyrmex_BR01	0.0	0.0
Ancyridris_polyrhachioides_nr	0.0	0.0
Anillomyrma_AFRC_TZ_01	0.0	0.0
Anillomyrma_decamera	0.0	0.0
Ankylomyrma_coronacantha	0.0	0.0
Anochetus_madagascarensis	0.0	0.0
Anochetus_mayri	0.0	0.0
Anonychomyrma_gilberti	0.0	0.0
Anonychomyrma_itinerans	0.0	0.0
Anonychomyrma_nitidiceps	0.0	0.0
Anoplolepis_gracilipes_Sc	0.0	0.0
Aphaenogaster_albisetosa	0.0	0.0
Aphaenogaster_araneoides	0.0	0.0
Aphaenogaster_occidentalis	0.0	0.0
Aphaenogaster_pythia	0.0	0.0
Aphaenogaster_swammerdami	0.0	0.0
Aphaenogaster_texana	0.0	0.0
Apis_mellifera	0.0	0.0
Aporus_niger	0.0	0.0
Apterogyna_ZA01	0.0	0.0
Apterostigma_auriculatum	0.0	0.0
Apterostigma_sp	0.0	0.0
Aptinoma_antongil	0.0	0.0
Aptinoma_mangabe	0.0	0.0
Arnoldius_AU01	0.0	0.0
Atopomyrmex_mocquerysi	0.0	0.0
Atta_sp	0.0	0.0
Atta_texana	0.0	0.0
Austromorium_flavigaster	0.0	0.0
Austroponera_castanea	0.0	0.0
Axinidris_mlalu	0.0	0.0
Axinidris_murielae	0.0	0.0
Azteca_instabilis	0.0	0.0
Azteca_ovaticeps	0.0	0.0
Azteca_schimperi	0.0	0.0
Azteca_sp	0.0	0.0
Baracidris_sitra	0.0	0.0
Bariamyrma_hispidula	0.0	0.0
Basiceros_manni	0.0	0.0
Blepharidatta_conops	0.0	0.0
Bothriomyrmex_meridionalis	0.0	0.0
Bothriomyrmex_paradoxus	0.0	0.0
Bothriomyrmex_saundersi	0.0	0.0
Bothroponera_variolosa	0.0	0.0
Bothroponera_wasmannii	0.0	0.0
Brachymyrmex_depilis	0.0	0.0
Brachymyrmex_sp	0.0	0.0
Brachyponera_atrata	0.0	0.0
Brachyponera_chinensis	0.0	0.0
Brachyponera_sennaarensis	0.0	0.0
Buniapone_amblyops	0.0	0.0
Calomyrmex_albertisi	0.0	0.0
Calyptomyrmex_beccari	0.0	0.0
Calyptomyrmex_kaurus	0.0	0.0
Camponotus_BCA01	0.0	0.0
Camponotus_conithorax	0.0	0.0
Camponotus_hyatti	0.0	0.0
Camponotus_maritimus	0.0	0.0
Camponotus_ocreatus	0.0	0.0
Cardiocondyla_emeryi	0.0	0.0
Cardiocondyla_mauritanica	0.0	0.0
Cardiocondyla_MY01	0.0	0.0
Cardiocondyla_thoracica	0.0	0.0
Carebara_affinis	0.0	0.0
Carebara_alperti	0.0	0.0
Carebara_AU01	0.0	0.0
Carebara_nosindambo	0.0	0.0
Carebara_sp_2	0.0	0.0
Carebara_sp_3	0.0	0.0
Carebara_sp	0.0	0.0
Carebara_urichi	0.0	0.0
Carebara_vidua	0.0	0.0
Cataglyphis_iberica	0.0	0.0
Cataulacus_ebrardi	0.0	0.0
Cataulacus_hispidulus	0.0	0.0
Cataulacus_MAD02	0.0	0.0
Cataulacus_sp	0.0	0.0
Centromyrmex_feae	0.0	0.0
Centromyrmex_hamulatus	0.0	0.0
Centromyrmex_sellaris	0.0	0.0
Cephalotes_atratus	0.0	0.0
Cephalotes_texanus	0.0	0.0
Cephalotes_unimaculatus	0.0	0.0
Cerapachys_augustae	0.0	0.0
Cerapachys_biroi	0.0	0.0
Cerapachys_CM02	0.0	0.0
Cerapachys_desposyne	0.0	0.0
Cerapachys_dohertyi	0.0	0.0
Cerapachys_edentatus	0.0	0.0
Cerapachys_foreli	0.0	0.0
Cerapachys_fragosus	0.0	0.0
Cerapachys_jacobsoni	0.0	0.0
Cerapachys_KH01	0.0	0.0
Cerapachys_KH02	0.0	0.0
Cerapachys_larvatus	0.0	0.0
Cerapachys_LK01	0.0	0.0
Cerapachys_LK02	0.0	0.0
Cerapachys_L_MG04	0.0	0.0
Cerapachys_L_MG08	0.0	0.0
Cerapachys_L_MG11	0.0	0.0
Cerapachys_MG03	0.0	0.0
Cerapachys_MG14	0.0	0.0
Cerapachys_MG39	0.0	0.0
Cerapachys_MG42	0.0	0.0
Cerapachys_MG43	0.0	0.0
Cerapachys_nkomoensis	0.0	0.0
Cerapachys_paradoxus	0.0	0.0
Cerapachys_PG01	0.0	0.0
Cerapachys_P_MG09	0.0	0.0
Cerapachys_sauteri	0.0	0.0
Cerapachys_splendens	0.0	0.0
Cerapachys_suscitatus	0.0	0.0
Cerapachys_sylvicola	0.0	0.0
Cerapachys_TH01	0.0	0.0
Cerapachys_TH02	0.0	0.0
Cerapachys_TH03	0.0	0.0
Cerapachys_typhlus	0.0	0.0
Chalybion_californicum	0.0	0.0
Chyphotes_mellipes	0.0	0.0
Cheliomyrmex_morosus_cf	0.0	0.0
Chronoxenus_wroughtonii_javanus	0.0	0.0
Chyphotes_sp	0.0	0.0
Colobostruma_unicorna	0.0	0.0
Crematogaster_acuta	0.0	0.0
Crematogaster_emeryana	0.0	0.0
Crematogaster_kelleri	0.0	0.0
Crematogaster_modiglianii	0.0	0.0
Crematogaster_navajoa	0.0	0.0
Crematogaster_sordidula	0.0	0.0
Cryptomyrmex_boltoni	0.0	0.0
Cryptopone_sauteri	0.0	0.0
Cyatta_abscondita_GenBank	0.0	0.0
Cylindromyrmex_meinerti	0.0	0.0
Cylindromyrmex_striatus	0.0	0.0
Cyphoidris_exalta	0.0	0.0
Cyphomyrmex_cornutus	0.0	0.0
Cyphomyrmex_longiscapus_cf	0.0	0.0
Cyphomyrmex_sp	0.0	0.0
Dacatria_templaris	0.0	0.0
Dacetinops_ignotus_cf	0.0	0.0
Daceton_armigerum	0.0	0.0
Dasymutilla_aureola	0.0	0.0
Diacamma_rugosum	0.0	0.0
Diacamma_sp	0.0	0.0
Diacamma_sp_Indo1	0.0	0.0
Diaphoromyrma_sofiae	0.0	0.0
Dicroaspis_KM01	0.0	0.0
Dilobocondyla_borneensis_cf	0.0	0.0
Dilobocondyla_sp	0.0	0.0
Dinoponera_australis	0.0	0.0
Dinoponera_gigantea	0.0	0.0
Diplomorium_longipenne	0.0	0.0
Discothyrea_MAD07	0.0	0.0
Discothyrea_sp	0.0	0.0
Doleromyrma_darwiniana	0.0	0.0
Dolichoderus_debilis	0.0	0.0
Dolichoderus_decollatus	0.0	0.0
Dolichoderus_erectilobus	0.0	0.0
Dolichoderus_imitator	0.0	0.0
Dolichoderus_lamellosus	0.0	0.0
Dolichoderus_pustulatus	0.0	0.0
Dolichoderus_scabridus	0.0	0.0
Dolopomyrmex_pilatus	0.0	0.0
Dorylus_emeryi_opacus	0.0	0.0
Dorylus_GA01	0.0	0.0
Dorylus_laevigatus	0.0	0.0
Dorylus_mayri	0.0	0.0
Dorylus_wilverthi	0.0	0.0
Dorymyrmex_bicolor	0.0	0.0
Dorymyrmex_elegans	0.0	0.0
Dorymyrmex_planidens	0.0	0.0
Eciton_vagans	0.0	0.0
Ectatomma_opaciventre	0.0	0.0
Ectatomma_quadridens	0.0	0.0
Epelysidris_brocha	0.0	0.0
Epopostruma_monstrosa	0.0	0.0
Euponera_sikorae	0.0	0.0
Euprenolepis_procera	0.0	0.0
Euprenolepis_wittei	0.0	0.0
Eurhopalothrix_australis	0.0	0.0
Eurhopalothrix_bolaui	0.0	0.0
Eurhopalothrix_gravis	0.0	0.0
Eurhopalothrix_philippina	0.0	0.0
Eutetramorium_mocquerysi	0.0	0.0
Eutetramorium_sp	0.0	0.0
Evagetes_sp	0.0	0.0
Forelius_chalybaeus	0.0	0.0
Forelius_pruinosus	0.0	0.0
Forelius_sp	0.0	0.0
Formica_moki	0.0	0.0
Formica_wheeleri	0.0	0.0
Formicoxenus_diversipilosus	0.0	0.0
Formicoxenus_provancheri	0.0	0.0
Froggattella_kirbii	0.0	0.0
Froggattella_latispina	0.0	0.0
Gauromyrmex_acanthinus	0.0	0.0
Gnamptogenys_sp	0.0	0.0
Goniomma_blanci	0.0	0.0
Goniomma_hispanicum	0.0	0.0
Gracilidris_pombero	0.0	0.0
Hagensia_havilandi	0.0	0.0
Harpagoxenus_sublaevis	0.0	0.0
Harpegnathos_venator	0.0	0.0
Heteroponera_microps	0.0	0.0
Heteroponera_panamensis	0.0	0.0
Huberia_brounii	0.0	0.0
Hylomyrma_blandiens	0.0	0.0
Hypoponera_inexorata	0.0	0.0
Hypoponera_sakalava	0.0	0.0
Hypoponera_sp_Mal1	0.0	0.0
Hypoponera_sp_Mal2	0.0	0.0
Hypoponera_sp_Mal3	0.0	0.0
Iridomyrmex_AU01	0.0	0.0
Iridomyrmex_pallidus	0.0	0.0
Iridomyrmex_sanguineus	0.0	0.0
Iridomyrmex_spadius	0.0	0.0
Kalathomyrmex_emeryi	0.0	0.0
Kartidris_sparsipila	0.0	0.0
Kempfidris_inusuale	0.0	0.0
Labidus_praedator	0.0	0.0
Labidus_spininodis	0.0	0.0
Lachnomyrmex_scrobiculatus	0.0	0.0
Lasius_alienus	0.0	0.0
Lasius_latipes	0.0	0.0
Lenomyrmex_colwelli	0.0	0.0
Leptanilla_GRE01	0.0	0.0
Leptanilla_RSA01	0.0	0.0
Leptanilla_sp	0.0	0.0
Leptanilloides_femoralis	0.0	0.0
Leptanilloides_gracilis	0.0	0.0
Leptanilloides_mckennae	0.0	0.0
Leptanilloides_nubecula	0.0	0.0
Leptogenys_attenuata	0.0	0.0
Leptogenys_crassicornis	0.0	0.0
Leptogenys_falcigera	0.0	0.0
Leptogenys_iridescens	0.0	0.0
Leptogenys_occidentalis	0.0	0.0
Leptogenys_sp	0.0	0.0
Leptogenys_sp_Ecu1	0.0	0.0
Leptomyrmex_AU01	0.0	0.0
Leptomyrmex_AUS01	0.0	0.0
Leptomyrmex_erythrocephalus	0.0	0.0
Leptomyrmex_sp	0.0	0.0
Leptothorax_muscorum_complex	0.0	0.0
Leptothorax_sp	0.0	0.0
Linepithema_humile	0.0	0.0
Linepithema_keiteli	0.0	0.0
Liometopum_apiculatum	0.0	0.0
Liometopum_luctuosum	0.0	0.0
Liometopum_occidentale	0.0	0.0
Liomyrmex_gestroi	0.0	0.0
Loboponera_politula	0.0	0.0
Lophomyrmex_ambiguus	0.0	0.0
Lophomyrmex_striatulus	0.0	0.0
Lordomyrma_bhutanensis_cf	0.0	0.0
Lordomyrma_desupra	0.0	0.0
Loweriella_boltoni	0.0	0.0
Malagidris_belti	0.0	0.0
Malagidris_jugum	0.0	0.0
Manica_bradleyi	0.0	0.0
Mayaponera_constricta	0.0	0.0
Mayriella_ebbei	0.0	0.0
Mayriella_transfuga	0.0	0.0
Megalomyrmex_foreli	0.0	0.0
Megalomyrmex_silvestrii	0.0	0.0
Megaponera_analis	0.0	0.0
Melissotarsus_insularis	0.0	0.0
Melophorus_sp	0.0	0.0
Meranoplus_castaneus	0.0	0.0
Meranoplus_cf_radamae	0.0	0.0
Meranoplus_mayri	0.0	0.0
Meranoplus_radamae	0.0	0.0
Mesoponera_ingesta	0.0	0.0
Mesoponera_rubra	0.0	0.0
Mesostruma_browni	0.0	0.0
Messor_denticornis	0.0	0.0
Messor_wasmanni	0.0	0.0
Metapone_PG01	0.0	0.0
Microdaceton_tibialis	0.0	0.0
Mischocyttarus_flavitarsis	0.0	0.0
Monomorium_antarcticum	0.0	0.0
Monomorium_denticulatum	0.0	0.0
Monomorium_ergatogyna	0.0	0.0
Monomorium_exiguum	0.0	0.0
Monomorium_fieldi_nr	0.0	0.0
Monomorium_hanneli	0.0	0.0
Monomorium_latinode	0.0	0.0
Monomorium_madecassum	0.0	0.0
Monomorium_MG04	0.0	0.0
Monomorium_pharaonis	0.0	0.0
Mycetagroicus_triangularis_GenBank	0.0	0.0
Mycetarotes_acutus	0.0	0.0
Mycetophylax_conformis_GenBank	0.0	0.0
Mycetosoritis_hartmanni	0.0	0.0
Mycocepurus_goeldii	0.0	0.0
Myopias_lobosa	0.0	0.0
Myopias_sp_Mal1	0.0	0.0
Myopias_tenuis	0.0	0.0
Myrcidris_epicharis	0.0	0.0
Myrmecia_fulviculis	0.0	0.0
Myrmecia_pyriformis	0.0	0.0
Myrmecina_americana	0.0	0.0
Myrmecina_graminicola	0.0	0.0
Myrmecina_PG01	0.0	0.0
Myrmecocystus_flaviceps	0.0	0.0
Myrmecocystus_mexicanus	0.0	0.0
Myrmecorhynchus_sp	0.0	0.0
Myrmelachista_flavocotea	0.0	0.0
Myrmelachista_JTL01	0.0	0.0
Myrmelachista_sp	0.0	0.0
Myrmica_kotokui	0.0	0.0
Myrmicaria_brunnea	0.0	0.0
Myrmicaria_carinata	0.0	0.0
Myrmicaria_exigua	0.0	0.0
Myrmica_rugiventris	0.0	0.0
Myrmica_striolagaster	0.0	0.0
Myrmica_tahoensis	0.0	0.0
Myrmicocrypta_infuscata_cf	0.0	0.0
Myrmisaraka_brevis	0.0	0.0
Myrmoteras_iriodum	0.0	0.0
Myrmoteras_williamsi	0.0	0.0
Mystrium_mysticum	0.0	0.0
Mystrium_rogeri	0.0	0.0
Nebothriomyrmex_majeri	0.0	0.0
Neivamyrmex_CR01	0.0	0.0
Neivamyrmex_nigrescens	0.0	0.0
Neoponera_aenescens	0.0	0.0
Neoponera_apicalis	0.0	0.0
Neoponera_carinulata	0.0	0.0
Neoponera_commutata	0.0	0.0
Neoponera_fauveli	0.0	0.0
Neoponera_marginata	0.0	0.0
Neoponera_unidentata	0.0	0.0
Neoponera_villosa	0.0	0.0
Nesomyrmex_echinatinodis	0.0	0.0
Nesomyrmex_madecassus	0.0	0.0
Nesomyrmex_MG01	0.0	0.0
Nesomyrmex_MG08	0.0	0.0
Nesomyrmex_wilda	0.0	0.0
Nomamyrmex_esenbeckii	0.0	0.0
Notoncus_capitatus	0.0	0.0
Notoncus_sp	0.0	0.0
Notostigma_carazzii	0.0	0.0
Nylanderia_amblyops_a	0.0	0.0
Nylanderia_cf_bourbonica	0.0	0.0
Nylanderia_cf_madagascarensis	0.0	0.0
Nylanderia_cf_pubens	0.0	0.0
Nylanderia_cf_vagaB	0.0	0.0
Nylanderia_concinna	0.0	0.0
Nylanderia_dodo	0.0	0.0
Nylanderia_faisonensis	0.0	0.0
Nylanderia_hystrix	0.0	0.0
Nylanderia_parvula	0.0	0.0
Nylanderia_phantasma	0.0	0.0
Nylanderia_sp_CHR01	0.0	0.0
Nylanderia_sp_DMR01	0.0	0.0
Nylanderia_sp_FIJ01	0.0	0.0
Nylanderia_sp_GUY01	0.0	0.0
Nylanderia_sp_GUY02	0.0	0.0
Nylanderia_sp_GUY03	0.0	0.0
Nylanderia_sp_MAD01	0.0	0.0
Nylanderia_sp_PER01	0.0	0.0
Nylanderia_sp_PER02	0.0	0.0
Nylanderia_terricola	0.0	0.0
Nylanderia_vitiensis	0.0	0.0
Nylanderia_vividula_a	0.0	0.0
Nylanderia_wojciki	0.0	0.0
Ochetellus_cf_glaber_clarithorax	0.0	0.0
Ochetomyrmex_neopolitus	0.0	0.0
Ochetomyrmex_semipolitus	0.0	0.0
Octostruma_EC01	0.0	0.0
Ocymyrmex_fortior_cf	0.0	0.0
Ocymyrmex_picardi	0.0	0.0
Odontomachus_cephalotes	0.0	0.0
Odontomachus_clarus	0.0	0.0
Odontomachus_coquereli	0.0	0.0
Odontomachus_simillimus	0.0	0.0
Odontophotopsis_sp	0.0	0.0
Onychomyrmex_hedleyi	0.0	0.0
Ophthalmopone_berthoudi	0.0	0.0
Opisthopsis_respiciens	0.0	0.0
Opisthopsis_sp	0.0	0.0
Orectognathus_versicolor	0.0	0.0
Oxyepoecus_vezenyii	0.0	0.0
Oxyopomyrmex_insularis	0.0	0.0
Oxyopomyrmex_santschii	0.0	0.0
Pachycondyla_harpax	0.0	0.0
Pachycondyla_impressa	0.0	0.0
Pachycondyla_sp_CAR1	0.0	0.0
Pachycondyla_sp_JTL011	0.0	0.0
Pachycondyla_sp_Mal1	0.0	0.0
Pachycondyla_sp_Mal2	0.0	0.0
Pachycondyla_sp_Mal3	0.0	0.0
Paltothyreus_tarsatus	0.0	0.0
Papyrius_nitidus	0.0	0.0
Paraparatrechina_cf_oceanica	0.0	0.0
Paraparatrechina_glabra	0.0	0.0
Paraparatrechina_sp_PHL01	0.0	0.0
Paraparatrechina_sp_PHL02	0.0	0.0
Paraparatrechina_sp_PHL03	0.0	0.0
Paraparatrechina_weissi	0.0	0.0
Paratopula_TH01	0.0	0.0
Paratrechina_longicornis	0.0	0.0
Perissomyrmex_snyderi	0.0	0.0
Phalacromyrmex_fugax	0.0	0.0
Pheidole_antipodum	0.0	0.0
Pheidole_clydei	0.0	0.0
Pheidole_dispar	0.0	0.0
Pheidole_fimbriata	0.0	0.0
Pheidole_hyatti	0.0	0.0
Pheidole_longispinosa	0.0	0.0
Pheidole_lucioccipitalis	0.0	0.0
Pheidole_rhea	0.0	0.0
Philanthus_sp	0.0	0.0
Philidris_cordata	0.0	0.0
Pilotrochus_besmerus	0.0	0.0
Plagiolepis_sp	0.0	0.0
Platythyrea_lamellosa	0.0	0.0
Platythyrea_mocquerysi	0.0	0.0
Platythyrea_quadridenta	0.0	0.0
Platythyrea_strenua	0.0	0.0
Plectroctena_minor	0.0	0.0
Plectroctena_ugandensis	0.0	0.0
Podomyrma_silvicola	0.0	0.0
Podomyrma_sp	0.0	0.0
Poecilomyrma_myrmecodiae	0.0	0.0
Pogonomyrmex_angustus	0.0	0.0
Pogonomyrmex_imberbiculus	0.0	0.0
Pogonomyrmex_maricopa	0.0	0.0
Pogonomyrmex_striatinodus	0.0	0.0
Pogonomyrmex_subdentatus	0.0	0.0
Pogonomyrmex_vermiculatus	0.0	0.0
Polyergus_breviceps	0.0	0.0
Polyrhachis_cf_vindex	0.0	0.0
Polyrhachis_Cyrto01	0.0	0.0
Polyrhachis_Hagio01	0.0	0.0
Ponera_sp_Mal1	0.0	0.0
Prenolepis_imparis	0.0	0.0
Prenolepis_nitens	0.0	0.0
Prenolepis_sp_PHL01	0.0	0.0
Prionopelta_MAD01	0.0	0.0
Prionopelta_sp2	0.0	0.0
Pristocera_MAD01	0.0	0.0
Pristocera_sp	0.0	0.0
Pristomyrmex_orbiceps	0.0	0.0
Pristomyrmex_punctatus	0.0	0.0
Pristomyrmex_sp	0.0	0.0
Proatta_butteli	0.0	0.0
Probolomyrmex_sp	0.0	0.0
Probolomyrmex_tani	0.0	0.0
Proceratium_MAD08	0.0	0.0
Proceratium_sp1	0.0	0.0
Procryptocerus_batesi	0.0	0.0
Procryptocerus_scabriusculus	0.0	0.0
Proformica_nasuta	0.0	0.0
Prolasius_sp	0.0	0.0
Propodilobus_pingorum	0.0	0.0
Protalaridris_armata	0.0	0.0
Protanilla_JAP01	0.0	0.0
Protanilla_sp	0.0	0.0
Pseudolasius_australis	0.0	0.0
Pseudolasius_sp_PHL01	0.0	0.0
Pseudolasius_typhlops	0.0	0.0
Pseudomyrmex_apache	0.0	0.0
Pseudoneoponera_rufipes	0.0	0.0
Pseudoponera_stigma	0.0	0.0
Ravavy_miafina	0.0	0.0
Recurvidris_TH01	0.0	0.0
Rhopalomastix_janeti	0.0	0.0
Rhopalomastix_rothneyi	0.0	0.0
Rhopalothrix_isthmica	0.0	0.0
Rhytidoponera_chalybaea	0.0	0.0
Rhytidoponera_metallica	0.0	0.0
Rogeria_nevadensis	0.0	0.0
Rogeria_stigmatica	0.0	0.0
Romblonella_scrobifera	0.0	0.0
Rotastruma_recava	0.0	0.0
Rotastruma_stenoceps	0.0	0.0
Royidris_longiseta	0.0	0.0
Royidris_notorthotenes	0.0	0.0
Sapyga_pumila	0.0	0.0
