Iteration	Posterior	Likelihood	Prior	alpha_cytb[1]	alpha_cytb[2]	alpha_cytb[3]	alpha_cytb[4]	alpha_cytb[5]	alpha_cytb[6]	alpha_cytb[7]	alpha_cytb[8]	alpha_cytb[9]	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	branch_rates[75]	branch_rates[76]	branch_rates[77]	branch_rates[78]	branch_rates[79]	branch_rates[80]	branch_rates[81]	branch_rates[82]	branch_rates[83]	branch_rates[84]	branch_rates[85]	branch_rates[86]	branch_rates[87]	branch_rates[88]	branch_rates[89]	branch_rates[90]	branch_rates[91]	branch_rates[92]	branch_rates[93]	branch_rates[94]	branch_rates[95]	branch_rates[96]	branch_rates[97]	branch_rates[98]	branch_rates[99]	branch_rates[100]	branch_rates[101]	branch_rates[102]	branch_rates[103]	branch_rates[104]	branch_rates[105]	branch_rates[106]	branch_rates[107]	branch_rates[108]	branch_rates[109]	branch_rates[110]	branch_rates[111]	branch_rates[112]	branch_rates[113]	branch_rates[114]	branch_rates[115]	branch_rates[116]	branch_rates[117]	branch_rates[118]	branch_rates[119]	branch_rates[120]	branch_rates[121]	branch_rates[122]	branch_rates[123]	branch_rates[124]	branch_rates[125]	branch_rates[126]	branch_rates[127]	branch_rates[128]	branch_rates[129]	branch_rates[130]	branch_rates[131]	branch_rates[132]	branch_rates[133]	branch_rates[134]	branch_rates[135]	branch_rates[136]	branch_rates[137]	branch_rates[138]	branch_rates[139]	branch_rates[140]	branch_rates[141]	branch_rates[142]	branch_rates[143]	branch_rates[144]	branch_rates[145]	branch_rates[146]	branch_rates[147]	branch_rates[148]	branch_rates[149]	branch_rates[150]	branch_rates[151]	branch_rates[152]	branch_rates[153]	branch_rates[154]	branch_rates[155]	branch_rates[156]	branch_rates[157]	branch_rates[158]	branch_rates[159]	branch_rates[160]	branch_rates[161]	branch_rates[162]	branch_rates[163]	branch_rates[164]	branch_rates[165]	branch_rates[166]	branch_rates[167]	branch_rates[168]	branch_rates[169]	branch_rates[170]	branch_rates[171]	branch_rates[172]	branch_rates[173]	branch_rates[174]	branch_rates[175]	branch_rates[176]	branch_rates[177]	branch_rates[178]	branch_rates[179]	branch_rates[180]	branch_rates[181]	branch_rates[182]	branch_rates[183]	branch_rates[184]	branch_rates[185]	branch_rates[186]	branch_rates[187]	branch_rates[188]	branch_rates[189]	branch_rates[190]	branch_rates[191]	branch_rates[192]	branch_rates[193]	branch_rates[194]	branch_rates[195]	branch_rates[196]	branch_rates[197]	branch_rates[198]	branch_rates[199]	branch_rates[200]	branch_rates[201]	branch_rates[202]	branch_rates[203]	branch_rates[204]	branch_rates[205]	branch_rates[206]	branch_rates[207]	branch_rates[208]	branch_rates[209]	branch_rates[210]	branch_rates[211]	branch_rates[212]	branch_rates[213]	branch_rates[214]	branch_rates[215]	branch_rates[216]	branch_rates[217]	branch_rates[218]	branch_rates[219]	branch_rates[220]	branch_rates[221]	branch_rates[222]	branch_rates[223]	branch_rates[224]	branch_rates[225]	branch_rates[226]	branch_rates[227]	branch_rates[228]	branch_rates[229]	branch_rates[230]	branch_rates[231]	branch_rates[232]	branch_rates[233]	branch_rates[234]	branch_rates[235]	branch_rates[236]	branch_rates[237]	branch_rates[238]	branch_rates[239]	branch_rates[240]	branch_rates[241]	branch_rates[242]	branch_rates[243]	branch_rates[244]	branch_rates[245]	branch_rates[246]	branch_rates[247]	branch_rates[248]	branch_rates[249]	branch_rates[250]	branch_rates[251]	branch_rates[252]	branch_rates[253]	branch_rates[254]	branch_rates[255]	branch_rates[256]	branch_rates[257]	branch_rates[258]	branch_rates[259]	branch_rates[260]	branch_rates[261]	branch_rates[262]	branch_rates[263]	branch_rates[264]	branch_rates[265]	branch_rates[266]	branch_rates[267]	branch_rates[268]	branch_rates[269]	branch_rates[270]	branch_rates[271]	branch_rates[272]	branch_rates[273]	branch_rates[274]	branch_rates[275]	branch_rates[276]	branch_rates[277]	branch_rates[278]	branch_rates_mean	diversification	extinction_rate	fossil[1]	fossil[2]	fossil[3]	fossil[4]	fossil[5]	fossil[6]	fossil[7]	fossil[8]	fossil[9]	fossil[10]	num_samp_anc	origin_time	psi	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	turnover
0	-115726.1	-112947	-2779.109	0.407981	1.00367	0.0390685	0.983458	0.840351	1.43906	0.06133	0.554972	2.54245	0.194975	0.0314776	0.0334236	0.126773	0.0471642	0.0169916	0.0171179	0.00446523	0.0286489	0.0895025	0.052641	0.064422	0.0113705	0.0712961	0.0892188	0.00905	0.0519569	0.0617095	0.0162683	0.236038	0.0354199	0.0168407	0.00283016	0.0812864	0.0508917	0.00676448	0.140282	0.0361432	0.0256874	0.023235	0.0430512	0.0730094	0.0215541	0.000152459	0.051588	0.0574003	0.127933	0.0218903	0.106665	0.0148388	0.0163577	0.0731508	0.0760074	0.00950537	0.00714257	0.059828	0.0160413	0.0629775	0.0239114	0.026989	0.0479003	0.0502536	0.0785463	0.076537	0.0182923	0.0980006	0.0311186	0.0188468	0.00917654	0.0704229	0.0683166	0.0401897	0.0538929	0.0210491	0.0420943	0.0242664	0.0534195	0.120758	0.0800253	0.0110339	0.0935079	0.0447646	0.0564436	0.117306	0.0376006	0.00885089	0.0294834	0.00687829	0.1105	0.0156649	0.123811	0.10035	0.00434343	0.0253163	0.0226607	0.0456196	0.0689186	0.0605623	0.00723407	0.0797469	0.119692	0.0125296	0.0381489	0.0465839	0.130125	0.104124	0.00425237	0.0894507	0.057359	0.0969645	0.0350219	0.014807	0.106888	0.0678512	0.00132622	0.121161	0.0486715	0.0126765	0.0236889	0.00412491	0.0201832	0.0913383	0.0155991	0.0403108	0.0231798	0.195638	0.145546	0.0243092	0.0756023	0.0172611	0.050221	0.03065	0.00755968	0.0552891	0.0756701	0.114577	0.0550281	0.0027505	0.0454102	0.114893	0.0334045	0.062103	0.00632652	0.0133893	0.0156139	0.0576778	0.0130138	0.0448805	0.0448391	0.0333924	0.0837827	0.109344	0.0334744	0.0604086	0.0706164	0.0145907	0.0685948	0.00520191	0.0492564	0.0287917	0.0159193	0.108079	0.0532518	0.116854	0.172249	0.0286506	0.0103339	0.0260264	0.0695759	0.171722	0.0192753	0.00297535	0.0630339	0.0731055	0.00693436	0.0201299	0.0685419	0.0789438	0.0486347	0.0825804	0.0479697	0.0495019	0.0358455	0.0189882	0.0562652	0.0518223	0.106413	0.00502754	0.00287673	0.20709	0.0521414	0.015111	0.0951729	0.154926	0.00880077	0.0846494	0.109816	0.0429648	0.148949	0.0217663	0.140049	0.0743469	0.0948934	0.0946312	0.00607265	0.0571191	0.0512635	0.0103026	0.0289899	0.0188752	0.0949078	0.0347538	0.0176035	0.0418428	0.00229745	0.164592	0.117354	0.108727	0.0487774	0.05434	0.0163627	0.0225965	0.00556727	0.00250221	0.0707548	0.0101184	0.0228125	0.0498997	0.0828965	0.0461198	0.00588892	0.0331169	0.0370449	0.12437	0.0994355	0.0853276	0.0229096	0.006528	0.0510167	0.0143307	0.0278249	0.0466062	0.00214599	0.0501874	0.04836	0.0207648	0.0211668	0.150306	0.022689	0.0142969	0.0780555	0.0162575	0.00896573	0.0634978	0.00472798	0.0716086	0.0280815	0.144563	0.105626	0.0622622	0.011454	0.0603893	0.0145535	0.0224706	0.0415291	0.334191	0.0393599	0.0857448	0.0721572	0.00925013	0.053807	0.119243	0.0668704	0.0115644	0.0290381	0.0359943	0.00650837	0.0170362	0.00917432	0.0852792	0.0273093	0.0926905	0.0431295	0.298313	0.066588	0.000359383	0.0178163	0.0057329	0.05621056	0.02887497	0.04923284	0	0	0	0	0	0	0	0	0	0	0	108.3888	0.211344	0.07810782	48.6	28.4	5.333	41.3	33.9	33.9	23.03	38	33.9	41.3	0.630319
10	-60154.3	-58735.67	-1418.629	0.1972	0.312086	0.144674	0.488392	0.336496	0.809633	0.135392	0.311964	0.99798	0.0039421	0.00102686	0.00206765	0.00408526	0.00193601	0.00136808	0.00185213	0.00107634	0.00169294	0.002024	0.00828562	0.0133058	0.00184569	0.00936743	0.00285755	0.000300161	0.00498631	0.021773	0.00382587	0.00661348	0.00571011	0.0021018	0.000270602	0.00377081	0.00502977	0.0010418	0.0347454	0.00751633	0.00449113	0.000902196	0.000968752	0.00493973	0.00513053	8.73882e-05	0.00685339	0.00699164	0.0117805	0.00236663	0.0412595	0.002367	0.00589693	0.00396865	0.0236103	0.00131142	0.00115163	0.00809189	0.00166814	0.0367883	0.00104976	0.00764922	0.011092	0.00354919	0.0168161	0.00911226	0.0048181	0.0213327	0.0101626	0.00431692	0.00157683	0.00628773	0.0339017	0.00279756	0.0197646	0.0124242	0.0192895	0.000903396	0.00432456	0.0113349	0.0190543	0.000377284	0.00548345	0.00645474	0.00525703	0.0180456	0.00216741	0.00321491	0.00140153	0.000598124	0.015955	0.00514404	0.00775887	0.0169427	0.000491478	0.000774703	0.00216528	0.0133573	0.0135211	0.00247469	0.00155163	0.00403977	0.00602042	0.00277681	0.0121463	0.0122401	0.00287282	0.00740881	0.000573157	0.0241099	0.00652199	0.0074236	0.00376007	0.00055375	0.005907	0.00416191	0.000231201	0.0120497	0.0226987	0.00139127	0.00274624	0.000150932	0.00117788	0.0174877	0.00104181	0.00157022	0.00103306	0.0862526	0.0177979	0.0035119	0.00372755	0.00214611	0.00746744	0.00398086	0.00140735	0.00637096	0.0025843	0.00721405	0.00539574	0.00118857	0.00243906	0.0292727	0.00579313	0.00123048	0.00117131	0.000829008	0.00272872	0.00816236	0.00159268	0.0109063	0.0204812	0.00879366	0.0372556	0.0131692	0.000964839	0.00194575	0.00638036	0.000497313	0.010834	0.000917891	0.00244665	0.00583201	0.00149519	0.00457514	0.0108773	0.0745342	0.0108141	0.00820931	0.00288897	0.00505816	0.00490501	0.0197366	0.00885765	0.00143695	0.00429958	0.00862761	0.00189222	0.000907366	0.00626322	0.0123145	0.00405366	0.0154936	0.00888389	0.00702757	0.0104955	0.000783428	0.0431791	0.00704359	0.010825	0.00185826	4.39392e-05	0.0248996	0.00221841	0.00304637	0.0117266	0.0142154	0.00112796	0.034175	0.0114799	0.0128817	0.0262091	0.00216945	0.0436243	0.0108307	0.00393348	0.0161194	0.00813427	0.0026937	0.00426959	0.00501579	0.00445857	0.000893049	0.0301632	0.018788	0.00183479	0.0049087	0.00110865	0.0424299	0.0492351	0.0275322	0.0041273	0.00760274	0.00117374	0.00809006	0.00299479	0.000388171	0.00327116	0.0014024	0.00190715	0.00271034	0.0133689	0.0106324	0.00138281	0.0182254	0.00935476	0.0221753	0.0227748	0.0090507	0.00296708	0.000306916	0.014589	0.00428313	0.00831004	0.0106886	0.000761283	0.00297795	0.00241071	0.00156444	0.0202743	0.0765881	0.00263891	0.00172247	0.00696856	0.000360857	0.00173511	0.00149939	0.000318225	0.0138264	0.00615543	0.0139248	0.0272969	0.00459886	0.00233929	0.0144797	0.00119885	0.00234018	0.00532653	0.0548135	0.00132492	0.0127312	0.00701906	0.00172148	0.00300078	0.0109251	0.00270503	0.00113854	0.0083257	0.003749	0.000885088	0.00238189	0.0039343	0.00726401	0.00222673	0.0103312	0.0151391	0.0498863	0.00809158	4.45319e-05	0.00234753	0.000479806	0.03130803	0.01488301	0.02048863	0	0	0	0	0	0	0	0	0	0	10	110.8375	0.09862174	0.03537164	50.29	28.542	10.2726	41.3	33.9	33.9	23.03	38	33.9	41.3	0.5792388
20	-56615.62	-55931.68	-683.9381	0.0987707	0.106547	0.205635	0.209476	0.294255	0.19819	0.125509	0.291279	0.305364	0.00193537	0.000936381	0.00350549	0.00245455	0.00302557	0.00172988	0.00269451	0.0037922	0.0021321	0.00276075	0.0214899	0.00859462	0.00336389	0.00188408	0.0025934	0.000208412	0.0055985	0.0277931	0.00804741	0.00632518	0.0086562	0.0177749	0.000191447	0.00231081	0.0162709	0.00241124	0.0278954	0.0181021	0.00424221	0.000620882	0.000874496	0.0188432	0.00348427	4.39743e-05	0.00694217	0.00971049	0.0121019	0.00566535	0.0378617	0.00363185	0.00307271	0.0224419	0.0194444	0.00424643	0.00212112	0.0234018	0.00118631	0.0323075	0.00291269	0.00493068	0.00718931	0.00997629	0.0196337	0.00653372	0.00207023	0.0194059	0.0102901	0.00675434	0.00147787	0.0134359	0.0347786	0.012528	0.0403877	0.00885921	0.00770312	0.00306341	0.0182301	0.00466545	0.0550562	0.00152384	0.00539269	0.0281166	0.0202695	0.013451	0.0022178	0.0032094	0.00864578	0.00165736	0.0530542	0.00388458	0.0108974	0.0305089	0.000389645	0.00146048	0.00159727	0.0108713	0.0126734	0.00723221	0.00680768	0.00211547	0.0118929	0.00111579	0.0263052	0.0399135	0.013504	0.0226459	0.000705155	0.0187843	0.019838	0.0377414	0.0137306	0.0010384	0.0194018	0.00345442	0.000293859	0.0528215	0.0254077	0.00174403	0.00342221	0.000167001	0.00173943	0.00850323	0.0014182	0.00529129	0.00300947	0.053237	0.0290458	0.00365697	0.00288096	0.00248967	0.00756672	0.0119688	0.00168452	0.0269928	0.00799348	0.0157788	0.0237557	0.00057805	0.00672023	0.0182941	0.0074823	0.00355213	0.000585327	0.00100284	0.00283404	0.00493343	0.00434746	0.00658152	0.0104462	0.0126422	0.0284161	0.00807857	0.00117268	0.00180932	0.00595691	0.000901809	0.00701087	0.000620469	0.00518215	0.00324252	0.00123005	0.00209299	0.0468032	0.0603831	0.0161684	0.0137849	0.00218337	0.00160895	0.00980547	0.017076	0.0158813	0.00351865	0.00659689	0.00260597	0.019577	0.00156451	0.0251977	0.00729705	0.00343635	0.0587871	0.0191733	0.0057929	0.0088362	0.00235667	0.023715	0.0079374	0.0141659	0.00632695	3.06612e-05	0.0424207	0.00569506	0.00310489	0.00487123	0.00640091	0.00164039	0.00339707	0.0141829	0.00916227	0.0267328	0.000822353	0.034753	0.0173563	0.00711685	0.00553357	0.00464577	0.00898696	0.00136584	0.00370968	0.00776072	0.00267467	0.0285715	0.0111763	0.00539713	0.00606514	0.00155649	0.0207544	0.103664	0.014157	0.00648148	0.00668405	0.000687756	0.00469454	0.00138425	0.000546306	0.0157204	0.0100076	0.00543526	0.0038404	0.0104976	0.00961062	0.00163246	0.0103616	0.00971528	0.0310994	0.0269534	0.00791809	0.00234804	0.000808545	0.0131209	0.00426745	0.0131929	0.00409433	0.000649859	0.00152393	0.0048984	0.00179799	0.027411	0.0287759	0.0152847	0.0013999	0.0144765	0.000608536	0.000758977	0.00539451	0.00116426	0.0145835	0.0117252	0.00417549	0.0440887	0.00498606	0.00166976	0.00988308	0.000831796	0.0175241	0.00454504	0.0209438	0.00110011	0.0428117	0.00551353	0.0019062	0.00441279	0.0129221	0.00801282	0.00191438	0.0145235	0.00977914	0.00291976	0.00626184	0.00753754	0.00647832	0.00437754	0.00985666	0.0152476	0.0284877	0.030026	0.00011878	0.00128208	0.000692493	0.01061847	0.03256016	0.004659185	0	0	0	0	0	0	0	0	0	0	10	109.0877	0.01717521	0.03721934	50.29	28.542	6.63162	41.3	37.9109	33.9	27.358	38	33.9	46.1198	0.1251818
30	-55941.48	-55371.38	-570.1023	0.0850685	0.114896	0.203389	0.21037	0.281654	0.165372	0.146677	0.293344	0.294483	0.000482364	0.000612871	0.003316	0.00224297	0.00309026	0.00270756	0.00267755	0.00393873	0.00304693	0.00209064	0.0126754	0.00800712	0.00325917	0.000861332	0.0149393	0.000259861	0.00868456	0.0108311	0.00121679	0.00269354	0.010254	0.012195	0.000111449	0.00319569	0.00601227	0.00327616	0.0279064	0.0113058	0.0164031	0.000347788	0.000958676	0.00308758	0.0165614	1.08611e-05	0.00796186	0.0115556	0.0161372	0.00304829	0.0250457	0.00401385	0.00242411	0.0127272	0.0094843	0.00543342	0.00590531	0.00494028	0.0015199	0.0202694	0.00153738	0.00250285	0.0136289	0.00513231	0.0120026	0.0134915	0.000936137	0.0131755	0.00435805	0.0067061	0.00212707	0.0150848	0.031338	0.00554314	0.0287629	0.00824042	0.00903163	0.00387194	0.012692	0.00338508	0.0269341	0.0013595	0.00964393	0.0523713	0.0086257	0.00210098	0.000659043	0.00264081	0.0105969	0.00137368	0.0831182	0.00286121	0.0162372	0.00360041	0.000977608	0.00316279	0.00114865	0.00328105	0.00354881	0.0173706	0.00202118	0.00191077	0.0157441	0.00101136	0.0104313	0.0312914	0.00769998	0.00955479	0.00181931	0.0151819	0.00447695	0.00460957	0.00970795	0.00759554	0.0192443	0.00545564	0.000239902	0.0125694	0.023754	0.00247801	0.00572954	5.18319e-05	0.0132639	0.00994367	0.00292501	0.00336636	0.00512836	0.0339613	0.0160663	0.00188076	0.0144548	0.00229676	0.016692	0.0470544	0.00249134	0.0128489	0.0263675	0.0144164	0.00311928	0.000189104	0.00643783	0.0124443	0.00619015	0.0105943	0.00189879	0.00591491	0.00514045	0.00215414	0.00332905	0.0145156	0.00253828	0.0286592	0.0294795	0.00624131	0.00108222	0.00194018	0.00206143	0.00182982	0.00419678	0.000502692	0.0154419	0.00428991	0.00106109	0.00201448	0.0444864	0.0537897	0.00503871	0.00399646	0.00168019	0.00112796	0.00744863	0.0130619	0.0085098	0.00252916	0.0120185	0.00774479	0.0247933	0.00725813	0.0412021	0.00947063	0.00671296	0.0231875	0.0140053	0.00428128	0.0225072	0.00177777	0.0360937	0.00553056	0.00643931	0.0199921	7.77642e-05	0.0287071	0.0144278	0.00290643	0.0126079	0.0148897	0.00314225	0.00167848	0.01604	0.0167104	0.0177524	0.00184234	0.031126	0.0207014	0.0035445	0.00616964	0.00442554	0.00565046	0.00166209	0.00128572	0.00280706	0.00416501	0.0261693	0.0114419	0.000806829	0.0110663	0.00277788	0.021415	0.0605469	0.00672743	0.0109113	0.00299566	0.000461435	0.0080486	0.00158543	0.000810249	0.00997567	0.00775632	0.0060542	0.00481593	0.0139147	0.0037434	0.00226344	0.0198747	0.00781932	0.0231333	0.00602103	0.00432013	0.00194209	0.000618223	0.020922	0.00436844	0.00927563	0.00838257	0.00121259	0.000798187	0.0224453	0.000966442	0.0208145	0.0150326	0.0107491	0.00152924	0.0268731	0.00171448	0.00126304	0.00513703	0.00255423	0.00655665	0.00513827	0.00340244	0.00649619	0.00142213	0.00100612	0.0050474	0.00044258	0.00301114	0.00844117	0.00709643	0.00371031	0.0293512	0.00286423	0.0113843	0.00598783	0.0145456	0.0150948	0.0147581	0.0188429	0.0185205	0.00839324	0.00383281	0.00831422	0.00283839	0.00284908	0.0138441	0.0146231	0.0222084	0.0284614	6.84742e-05	0.00217244	0.000528355	0.01043977	0.03850643	0.004139023	0	0	0	0	0	0	0	0	0	0	10	109.3361	0.009882413	0.04264546	50.29	28.542	6.63162	41.3	37.9109	33.9	27.358	38	37.4853	46.1198	0.0970566
40	-55696.58	-55154.8	-541.7786	0.104609	0.11311	0.179554	0.188199	0.257711	0.136704	0.159698	0.257751	0.314356	0.000144361	0.000762777	0.00378655	0.0020388	0.00422162	0.00344346	0.00344458	0.00527911	0.00825232	0.00282151	0.0287817	0.00628681	0.00507389	0.00230008	0.0257358	0.00129611	0.0269172	0.00632577	0.000466255	0.00121913	0.0160087	0.0176994	0.000163332	0.00589841	0.00243185	0.00511786	0.0376949	0.0204442	0.018353	0.000303174	0.00210648	0.0191582	0.0217113	7.5978e-06	0.016368	0.00724435	0.0238757	0.00483993	0.00899393	0.00323807	0.00796357	0.00675377	0.0289996	0.0160552	0.00552946	0.017649	0.00306056	0.0406005	0.00100391	0.00171598	0.0255906	0.0149547	0.00560427	0.00908048	0.00177134	0.00851484	0.0137481	0.00513714	0.0117902	0.0205995	0.0209576	0.00663048	0.0228242	0.0116583	0.00728258	0.00441392	0.00687701	0.00251066	0.0245701	0.00103488	0.0178589	0.0582873	0.008609	0.00379965	0.00193815	0.00936329	0.00749491	0.00403529	0.0704467	0.00857488	0.0171501	0.0031889	0.0196033	0.0015404	0.0105867	0.00514126	0.00436205	0.0107814	0.00168359	0.0144454	0.0348584	0.00506966	0.0140115	0.0301325	0.00842398	0.00471848	0.00260054	0.0247375	0.0109044	0.00571057	0.00501786	0.0203867	0.00881946	0.00245381	0.000118634	0.0116511	0.0103126	0.0020401	0.00502585	1.9123e-05	0.00579809	0.00419157	0.00483227	0.00860271	0.0085955	0.0265762	0.0268637	0.004291	0.00327806	0.00463076	0.0224701	0.0337318	0.0182523	0.0110284	0.00435133	0.00381706	0.00156957	0.000188439	0.0275861	0.0291523	0.0137394	0.0233302	0.00305182	0.0178193	0.0172312	0.001531	0.00423067	0.0252334	0.00403899	0.00843135	0.013733	0.0121322	0.00152027	0.00116669	0.00110502	0.00351961	0.00422071	0.00139304	0.0230153	0.00537957	0.000811133	0.000421429	0.0848828	0.00774928	0.0035464	0.00128097	0.0018374	0.00463443	0.0165709	0.00973252	0.00657879	0.00214614	0.0093423	0.0321407	0.00598848	0.00677441	0.0214038	0.0205636	0.0110658	0.0281328	0.0228173	0.00754029	0.0124078	0.00123648	0.0187113	0.00261257	0.00235546	0.034097	0.000609122	0.0560517	0.0127131	0.00168498	0.00480593	0.0211934	0.00152271	0.00139802	0.0246974	0.0242055	0.0179489	0.00554298	0.0495447	0.0106485	0.00836319	0.00855167	0.00372458	0.0106433	0.00130565	0.00589916	0.00251932	0.010107	0.0350057	0.0114625	0.000829914	0.0146677	0.00246455	0.00997678	0.00956355	0.0101889	0.0199029	0.00708212	0.000411808	0.01375	0.00293941	0.00166084	0.0171913	0.0122158	0.0131395	0.0127785	0.0152636	0.0105923	0.0119566	0.0309293	0.0052626	0.0182505	0.0202316	0.00275959	0.0121747	0.00103052	0.0242995	0.00785862	0.00745495	0.0119506	0.0015948	0.000963872	0.0320587	0.000296691	0.0247574	0.0401814	0.00769881	0.00395266	0.0364023	0.00128213	0.00624286	0.00590793	0.00291923	0.00294671	0.0246204	0.00420325	0.0189807	0.00697134	0.00050424	0.00596619	0.000900891	0.00782212	0.0277158	0.00742209	0.00460715	0.0125135	0.016276	0.00582499	0.0272872	0.0110276	0.0162888	0.0262649	0.0197275	0.0255301	0.0078513	0.0164204	0.0153234	0.00961448	0.00838998	0.019981	0.00875987	0.0472033	0.0145765	7.81021e-05	0.0134003	0.000434794	0.01165916	0.04528633	0.003399445	0	0	0	0	0	0	0	0	0	0	7	106.6824	0.002910207	0.04868578	50.29	28.542	6.63162	41.3	37.9109	36.1784	27.358	38	37.4853	46.1198	0.0698242
50	-55552.27	-55021.13	-531.1425	0.0565411	0.122051	0.199387	0.167006	0.263651	0.13272	0.151399	0.269711	0.237469	0.000170463	0.000771637	0.00376014	0.00189173	0.00398053	0.00443261	0.00480202	0.00724756	0.0145507	0.0122539	0.00715253	0.00862029	0.00248047	0.000398887	0.0190956	0.00308672	0.0292727	0.0115212	0.000705419	0.0012095	0.0409298	0.0179339	5.794e-05	0.0205163	0.00149708	0.00807456	0.0320378	0.0186466	0.00972801	0.000315397	0.00405872	0.0150949	0.0118815	2.78477e-05	0.00671797	0.00238807	0.0187903	0.00517859	0.0136503	0.00487254	0.0179739	0.0182726	0.0350928	0.00703269	0.00545179	0.0291958	0.00691992	0.0325874	0.00220804	0.00223384	0.00817526	0.0267567	0.00684356	0.0428463	0.00252049	0.00713677	0.0230327	0.00546804	0.00715633	0.0162123	0.0231383	0.0116342	0.00379749	0.00756707	0.00858299	0.00521459	0.00662606	0.0146203	0.0317567	0.00215943	0.013043	0.0289948	0.00265037	0.00510134	0.0028234	0.00508657	0.00436186	0.00349487	0.0419666	0.0178035	0.0248859	0.00776002	0.0155063	0.00111562	0.0130692	0.00261157	0.00288305	0.00596626	0.00246328	0.00567482	0.021163	0.0242492	0.00326938	0.0167127	0.0131722	0.00265433	0.00432057	0.0190195	0.0198642	0.00558216	0.0057402	0.00383809	0.0197758	0.00392714	0.00028893	0.0129336	0.0198691	0.000308869	0.0190892	5.94471e-05	0.0258119	0.00185853	0.00486404	0.0067526	0.00995068	0.0117058	0.018442	0.0130018	0.00365457	0.00606511	0.0180666	0.0162525	0.0497207	0.00247087	0.00639668	0.0100722	0.00565861	0.000116911	0.0119196	0.0120252	0.0142937	0.0213088	0.00162951	0.0141258	0.0240154	0.00225579	0.00417242	0.00887472	0.00392973	0.00515222	0.0191627	0.0484216	0.00124873	0.00163418	0.00174735	0.00755886	0.0020629	0.00138031	0.00356645	0.00194058	0.00221079	0.00030447	0.0588518	0.0158011	0.00172879	0.00104298	0.00270974	0.000719814	0.0197857	0.00716446	0.00730831	0.00277526	0.0279886	0.0156428	0.0176542	0.0246992	0.0145714	0.0155694	0.00663063	0.00894332	0.0302391	0.00878729	0.0101512	0.00107372	0.0123134	0.00859176	0.003023	0.0291662	0.00145281	0.0398146	0.0161081	0.00311407	0.0154686	0.0118403	0.00262048	0.00221814	0.0370525	0.00961706	0.0162562	0.00518055	0.0465317	0.00519469	0.00148647	0.0104011	0.00371736	0.00844468	0.0024118	0.0375899	0.00244528	0.0164104	0.0254434	0.00788476	0.00182347	0.0177297	0.00385008	0.0094206	0.00492675	0.0213481	0.0535052	0.0110344	0.000223729	0.0248657	0.00504894	0.0036824	0.0252109	0.0104909	0.0218669	0.00851427	0.00946456	0.00690162	0.0145665	0.0658356	0.00571493	0.0284542	0.0178297	0.00142977	0.026746	0.002123	0.0223168	0.0106878	0.00869871	0.0141127	0.00430208	0.000434725	0.00637155	0.000142402	0.0267552	0.0115934	0.0408731	0.0175198	0.0620625	0.00153955	0.0111473	0.00824927	0.00612306	0.00494931	0.0520506	0.00508947	0.00621813	0.00388588	0.00649584	0.0132051	0.000963207	0.0196935	0.0163876	0.0178634	0.00513942	0.018022	0.00551003	0.00411142	0.015776	0.0102318	0.0135485	0.0414716	0.0245273	0.0148235	0.00575977	0.0229697	0.0208778	0.00771482	0.00809289	0.0349796	0.00238069	0.0574917	0.0115289	0.000133218	0.00454025	0.000244742	0.01270619	0.04042318	0.003259699	0	0	0	0	0	0	0	0	0	0	8	107.3354	0.0009306911	0.04368287	50.29	29.406	6.63162	41.3	37.9109	36.1784	27.358	38	37.4853	46.1198	0.07462189
